game_name,game_rank,game_year,genre,na_sales,eu_sales,jp_sales,other_sales,platform,publisher,title,rank,report_date
"LEGO Marvel Super Heroes",692,2013,Action,1.24,0.85,0,0.21,X360,"Warner Bros. Interactive Entertainment",NULL,NULL,NULL
"Guild Wars 2",693,2012,Action,0.95,1.06,0,0.29,PC,NCSoft,NULL,NULL,NULL
"Pokemon Ranger: Shadows of Almia",694,2008,Role-Playing,0.95,0.54,0.62,0.18,DS,Nintendo,NULL,NULL,NULL
"Dead Island",695,2011,Action,1.08,0.75,0.15,0.31,PS3,"Deep Silver",NULL,NULL,NULL
"Tomb Raider II",696,1997,Action,0.91,1.25,0,0.13,PC,"Eidos Interactive",NULL,NULL,NULL
"God of War: Ascension",697,2013,Action,1.23,0.68,0.04,0.34,PS3,"Sony Computer Entertainment",NULL,NULL,NULL
"Need for Speed Underground 2",698,2004,Racing,1.38,0.8,0,0.1,XB,"Electronic Arts",NULL,NULL,NULL
"Pro Evolution Soccer 2010",699,2009,Sports,0.3,1.27,0.46,0.26,PS3,"Konami Digital Entertainment",NULL,NULL,NULL
"Just Dance 2015",700,2014,Misc,1.11,0.98,0,0.2,Wii,Ubisoft,NULL,NULL,NULL
"Yokai Watch Busters",701,2015,Action,0,0,2.28,0,3DS,"Level 5",NULL,NULL,NULL
"Mario Bros.",702,1983,Platform,0.51,0.12,1.63,0.02,NES,Nintendo,NULL,NULL,NULL
"FIFA Soccer 09",703,2008,Sports,0.38,0.07,0.01,1.82,PS2,"Electronic Arts",NULL,NULL,NULL
"Star Wars: The Force Unleashed",704,2008,Action,1.01,0.9,0,0.37,PS3,LucasArts,NULL,NULL,NULL
"Borderlands 2",705,2012,Shooter,1.05,0.77,0.1,0.36,PS3,"Take-Two Interactive",NULL,NULL,NULL
"TOCA Touring Car Championship",706,1997,Racing,0.07,2,0.02,0.18,PS,Codemasters,NULL,NULL,NULL
"Paper Mario: Sticker Star",707,2012,Role-Playing,1.12,0.39,0.64,0.12,3DS,Nintendo,NULL,NULL,NULL
"Sonic's Ultimate Genesis Collection",708,2009,Misc,1.34,0.62,0,0.31,PS3,Sega,NULL,NULL,NULL
"Super Monkey Ball: Banana Blitz",709,2006,Misc,1.07,0.92,0.04,0.24,Wii,Sega,NULL,NULL,NULL
"Kirby: Nightmare in Dream Land",710,2002,Platform,1.22,0.1,0.91,0.04,GBA,Nintendo,NULL,NULL,NULL
"Wario Land 4",711,2001,Platform,0.9,0.73,0.54,0.09,GBA,Nintendo,NULL,NULL,NULL
"Guitar Hero III: Legends of Rock",712,2007,Misc,1.4,0.54,0.02,0.3,PS3,Activision,NULL,NULL,NULL
"Resident Evil 4",714,2007,Action,1.34,0.57,0.14,0.21,Wii,Capcom,NULL,NULL,NULL
Minecraft,715,2014,Misc,0.28,0.79,0.87,0.32,PSV,"Sony Computer Entertainment Europe",NULL,NULL,NULL
"Onimusha 2: Samurai's Destiny",716,2002,Adventure,0.62,0.44,1.06,0.13,PS2,Capcom,NULL,NULL,NULL
"Cool Boarders 2",717,1997,Sports,1.52,0.46,0.2,0.08,PS,"UEP Systems",NULL,NULL,NULL
"Paper Mario: The Thousand-Year Door",718,2004,Role-Playing,1.48,0.25,0.46,0.06,GC,Nintendo,NULL,NULL,NULL
"Madden NFL 12",719,2011,Sports,1.93,0.15,0,0.17,PS3,"Electronic Arts",NULL,NULL,NULL
"Monster Hunter Tri",720,2009,Role-Playing,0.67,0.41,1.05,0.11,Wii,Nintendo,NULL,NULL,NULL
"Dissidia: Final Fantasy",721,2008,Fighting,0.51,0.51,0.91,0.32,PSP,"Square Enix",NULL,NULL,NULL
"Sonic Advance",722,2001,Platform,1.19,0.71,0.22,0.13,GBA,Sega,NULL,NULL,NULL
"Spyro: Season of Ice",723,2001,Platform,1.29,0.83,0,0.11,GBA,"Vivendi Games",NULL,NULL,NULL
"Teenage Mutant Ninja Turtles II: The Arcade Game",724,1990,Action,1.74,0.25,0.21,0.03,NES,"Konami Digital Entertainment",NULL,NULL,NULL
"LEGO Indiana Jones: The Original Adventures",725,2008,Action,1.42,0.61,0,0.21,DS,Activision,NULL,NULL,NULL
"Dance Dance Revolution X2",726,2009,Simulation,1.09,0.85,0,0.28,PS2,"Konami Digital Entertainment",NULL,NULL,NULL
"New Super Luigi U",727,2013,Platform,1.27,0.62,0.18,0.16,WiiU,Nintendo,NULL,NULL,NULL
"Prince of Persia: The Sands of Time",728,2003,Action,0.88,1.03,0,0.31,PS2,Ubisoft,NULL,NULL,NULL
Scribblenauts,729,2009,Puzzle,1.71,0.32,0.02,0.18,DS,"Warner Bros. Interactive Entertainment",NULL,NULL,NULL
"The Legend of Zelda: Link's Awakening DX",730,1998,Adventure,1,0.63,0.45,0.13,GB,Nintendo,NULL,NULL,NULL
"Need for Speed: Hot Pursuit",731,2010,Racing,1.03,0.98,0,0.21,X360,"Electronic Arts",NULL,NULL,NULL
"BioShock 2",732,2010,Shooter,1.45,0.55,0.02,0.19,X360,"Take-Two Interactive",NULL,NULL,NULL
"Assassin's Creed IV: Black Flag",733,2013,Action,1.47,0.55,0,0.19,XOne,Ubisoft,NULL,NULL,NULL
"Devil May Cry 3: Dante's Awakening Special Edition",734,2006,Action,1.06,0.82,0.05,0.28,PS2,Capcom,NULL,NULL,NULL
"Rock Band 2",735,2008,Misc,1.78,0.24,0,0.18,X360,"Electronic Arts",NULL,NULL,NULL
Frogger,736,1981,Action,2.06,0.12,0,0.02,2600,"Parker Bros.",NULL,NULL,NULL
"Guitar Hero II",737,2007,Misc,2.01,0.02,0,0.17,X360,Activision,NULL,NULL,NULL
"Wario Land 3",738,2000,Platform,1.11,0.51,0.34,0.23,GB,Nintendo,NULL,NULL,NULL
"Pro Yakyuu Family Stadium",739,1986,Sports,0.15,0,2.05,0,NES,"Namco Bandai Games",NULL,NULL,NULL
"Sonic Unleashed",740,2008,Platform,1.28,0.68,0.02,0.21,Wii,Sega,NULL,NULL,NULL
"High School Musical: Makin' the Cut!",741,2007,Puzzle,1.06,0.91,0,0.23,DS,"Disney Interactive Studios",NULL,NULL,NULL
"Pro Evolution Soccer 2012",742,2011,Action,0.34,0.97,0.55,0.33,PS3,"Konami Digital Entertainment",NULL,NULL,NULL
"Saints Row",743,2006,Action,1.17,0.78,0.02,0.22,X360,THQ,NULL,NULL,NULL
"Star Wars: Knights of the Old Republic",744,2003,Role-Playing,1.68,0.44,0,0.08,XB,Activision,NULL,NULL,NULL
"Kirby's Pinball Land",745,1992,Misc,0.87,0.17,1.1,0.05,GB,Nintendo,NULL,NULL,NULL
"Donkey Kong Country",746,2000,Platform,1.04,0.72,0.3,0.13,GB,Nintendo,NULL,NULL,NULL
"Hitman: Absolution",747,2012,Action,0.59,1.07,0.07,0.45,PS3,"Square Enix",NULL,NULL,NULL
"Yu-Gi-Oh: Duel Monsters 4",748,2000,Role-Playing,0,0,2.17,0.01,GB,"Konami Digital Entertainment",NULL,NULL,NULL
"ATV Offroad Fury 2",749,2002,Racing,1.92,0.2,0,0.06,PS2,THQ,NULL,NULL,NULL
"Forza Motorsport 5",750,2013,Racing,1.21,0.78,0.01,0.17,XOne,"Microsoft Game Studios",NULL,NULL,NULL
"Madden NFL 25",751,2013,Sports,1.97,0.07,0,0.13,X360,"Electronic Arts",NULL,NULL,NULL
"Pokemon Ranger",752,2006,Role-Playing,1.29,0.04,0.73,0.12,DS,Nintendo,NULL,NULL,NULL
"Mario & Luigi: Superstar Saga",753,2003,Role-Playing,1.48,0.17,0.47,0.06,GBA,Nintendo,NULL,NULL,NULL
"Final Fantasy XIII",754,2010,Role-Playing,1.27,0.68,0.01,0.2,X360,"Square Enix",NULL,NULL,NULL
"Star Wars: Rogue Squadron",755,1998,Simulation,1.6,0.46,0.08,0.03,N64,Nintendo,NULL,NULL,NULL
Tennis,756,1984,Sports,0.48,0.11,1.56,0.02,NES,Nintendo,NULL,NULL,NULL
"The Sims: House Party",757,2001,Simulation,1.23,0.83,0,0.1,PC,"Electronic Arts",NULL,NULL,NULL
"Your Shape featuring Jenny McCarthy",758,2009,Sports,1.51,0.47,0,0.18,Wii,Ubisoft,NULL,NULL,NULL
"Syphon Filter 2",759,2000,Shooter,1.5,0.55,0.02,0.08,PS,"Sony Computer Entertainment",NULL,NULL,NULL
"Tom Clancy's Rainbow Six: Siege",760,2015,Shooter,0.54,1.16,0.13,0.32,PS4,Ubisoft,NULL,NULL,NULL
Volleyball,761,1987,Sports,0.14,0.03,1.98,0,NES,Nintendo,NULL,NULL,NULL
"FIFA 15",762,2014,Sports,0.6,1.41,0,0.14,XOne,"Electronic Arts",NULL,NULL,NULL
"Call of Duty: Roads to Victory",763,2007,Shooter,0.52,1.03,0,0.59,PSP,Activision,NULL,NULL,NULL
"Super Mario RPG: Legend of the Seven Stars",764,1996,Role-Playing,0.66,0,1.45,0.03,SNES,Nintendo,NULL,NULL,NULL
Mahjong,765,1983,Misc,0.01,0,2.13,0,NES,Nintendo,NULL,NULL,NULL
"R.C. Pro-Am",766,1988,Racing,1.47,0.38,0.19,0.1,NES,Nintendo,NULL,NULL,NULL
"SimCity 2000",767,1992,Simulation,1.2,0.84,0,0.1,PC,Maxis,NULL,NULL,NULL
"Demon Attack",768,1981,Shooter,1.99,0.12,0,0.02,2600,Imagic,NULL,NULL,NULL
"Dance Dance Revolution Extreme",769,2004,Simulation,1.04,0.81,0,0.27,PS2,"Konami Digital Entertainment",NULL,NULL,NULL
"Tetris DS",770,2006,Puzzle,0.64,0.07,1.35,0.08,DS,Nintendo,NULL,NULL,NULL
"Final Fantasy Tactics Advance",771,2003,Role-Playing,0.82,0.37,0.89,0.05,GBA,SquareSoft,NULL,NULL,NULL
"Toy Story 3: The Video Game",773,2010,Action,0.93,0.97,0.02,0.21,DS,"Disney Interactive Studios",NULL,NULL,NULL
"Final Fantasy III",774,2006,Role-Playing,0.91,0.05,1.07,0.09,DS,"Square Enix",NULL,NULL,NULL
"Kirby's Epic Yarn",775,2010,Platform,1.47,0.09,0.45,0.11,Wii,Nintendo,NULL,NULL,NULL
"Project Gotham Racing",776,2001,Racing,1.37,0.61,0.05,0.09,XB,"Microsoft Game Studios",NULL,NULL,NULL
Golf,777,1989,Sports,0.83,0.33,0.92,0.04,GB,Nintendo,NULL,NULL,NULL
"NBA 2K12",778,2011,Sports,1.61,0.27,0.05,0.18,PS3,"Take-Two Interactive",NULL,NULL,NULL
Borderlands,779,2009,Shooter,1.2,0.62,0,0.29,PS3,"Take-Two Interactive",NULL,NULL,NULL
"Tony Hawk's Pro Skater",780,2000,Sports,1.68,0.4,0,0.03,N64,Activision,NULL,NULL,NULL
"PES 2009: Pro Evolution Soccer",781,2008,Sports,0.11,1.34,0.4,0.26,PS3,"Konami Digital Entertainment",NULL,NULL,NULL
"Need for Speed: Hot Pursuit 2",782,2002,Racing,1.68,0.31,0.02,0.09,PS2,"Electronic Arts",NULL,NULL,NULL
"Mario Sports Mix",783,2010,Sports,0.9,0.45,0.63,0.13,Wii,Nintendo,NULL,NULL,NULL
"Dynasty Warriors 4",785,2003,Action,0.63,0.21,1.13,0.13,PS2,"Tecmo Koei",NULL,NULL,NULL
"Mortal Kombat",786,2011,Fighting,1.63,0.33,0,0.15,X360,"Warner Bros. Interactive Entertainment",NULL,NULL,NULL
"Parasite Eve",787,1998,Role-Playing,0.94,0.07,1.05,0.04,PS,SquareSoft,NULL,NULL,NULL
"Scooby-Doo! Night of 100 Frights",788,2002,Platform,1.17,0.72,0,0.22,PS2,THQ,NULL,NULL,NULL
"Project Gotham Racing (JP weekly sales)",789,2002,Action,1.54,0.44,0.04,0.07,XB,"Microsoft Game Studios",NULL,NULL,NULL
"Need for Speed: Most Wanted 5-1-0",790,2005,Racing,1.77,0.13,0.02,0.18,PSP,"Electronic Arts",NULL,NULL,NULL
"Portal 2",791,2011,Shooter,1.41,0.51,0.01,0.17,X360,"Valve Software",NULL,NULL,NULL
"Devil May Cry 3: Dante's Awakening",792,2005,Action,0.99,0.63,0.29,0.19,PS2,Capcom,NULL,NULL,NULL
"Derby Stallion",793,1997,Sports,0,0,1.96,0.14,PS,"ASCII Entertainment",NULL,NULL,NULL
"Dead Rising",794,2006,Action,1.16,0.65,0.08,0.2,X360,Capcom,NULL,NULL,NULL
"Finding Nemo",795,2003,Action,1.26,0.6,0.05,0.18,PS2,THQ,NULL,NULL,NULL
"NBA 2K11",796,2010,Action,1.84,0.12,0.01,0.13,X360,"Take-Two Interactive",NULL,NULL,NULL
"Wipeout: The Game",797,2009,Misc,1.97,0,0,0.12,Wii,Mindscape,NULL,NULL,NULL
"The Sims 2: Pets",798,2006,Simulation,0.92,0.94,0,0.22,DS,"Electronic Arts",NULL,NULL,NULL
"Battlefield: Hardline",799,2015,Shooter,0.7,0.93,0.14,0.32,PS4,"Electronic Arts",NULL,NULL,NULL
"Metal Gear Solid: Peace Walker",800,2010,Action,0.46,0.42,0.96,0.25,PSP,"Konami Digital Entertainment",NULL,NULL,NULL
"World of Warcraft: Cataclysm",801,2010,Role-Playing,1.77,0.32,0,0,PC,Activision,NULL,NULL,NULL
"Tetris Worlds",802,2002,Puzzle,1.11,0.71,0,0.27,PS2,THQ,NULL,NULL,NULL
"Need For Speed: Undercover",803,2008,Racing,0.63,1.02,0.05,0.39,PS3,"Electronic Arts",NULL,NULL,NULL
"Dance Dance Revolution: Hottest Party",804,2007,Simulation,1.36,0.52,0,0.2,Wii,"Konami Digital Entertainment",NULL,NULL,NULL
"Mario Party 5",805,2003,Misc,0.97,0.33,0.73,0.06,GC,Nintendo,NULL,NULL,NULL
"Ghostbusters: The Video Game (DS Version)",806,2010,Action,0.59,0.99,0.13,0.36,PS3,"Take-Two Interactive",NULL,NULL,NULL
"Sim Theme Park",807,1998,Strategy,2.04,0.04,0,0,PC,"Electronic Arts",NULL,NULL,NULL
"Warcraft: Orcs & Humans",808,1994,Strategy,0.89,1.08,0,0.11,PC,Activision,NULL,NULL,NULL
"Skate 3",809,2010,Sports,0.79,0.94,0,0.35,PS3,"Electronic Arts",NULL,NULL,NULL
"Spec Ops: Airborne Commando",810,2002,Shooter,1.54,0.46,0,0.08,PS,"Take-Two Interactive",NULL,NULL,NULL
"Kingdom Hearts: Birth by Sleep",811,2010,Role-Playing,0.63,0.42,0.75,0.26,PSP,"Square Enix",NULL,NULL,NULL
"UFC 2009 Undisputed",812,2009,Fighting,1.48,0.39,0,0.19,X360,THQ,NULL,NULL,NULL
"Dark Souls",813,2011,Role-Playing,0.75,0.54,0.54,0.23,PS3,"Namco Bandai Games",NULL,NULL,NULL
"Yu-Gi-Oh! The Eternal Duelist Soul",814,2001,Strategy,1.64,0.36,0,0.07,GBA,"Konami Digital Entertainment",NULL,NULL,NULL
"Need for Speed: ProStreet",815,2007,Racing,1.04,0.8,0.01,0.22,X360,"Electronic Arts",NULL,NULL,NULL
"The Sims 3",816,2010,Simulation,0.73,0.97,0.02,0.34,PS3,"Electronic Arts",NULL,NULL,NULL
"Tom Clancy's Splinter Cell: Conviction",817,2010,Action,1.2,0.63,0.04,0.19,X360,Ubisoft,NULL,NULL,NULL
"Pokemon Mystery Dungeon: Red/Blue Rescue Team",818,2005,Role-Playing,0.71,0.52,0.74,0.08,GBA,Nintendo,NULL,NULL,NULL
"The Incredibles",819,2004,Action,1.15,0.77,0.04,0.1,GBA,THQ,NULL,NULL,NULL
"R4: Ridge Racer Type 4",820,1998,Racing,0.68,0.46,0.79,0.13,PS,"Namco Bandai Games",NULL,NULL,NULL
"SoulCalibur II",821,2003,Fighting,1.06,0.62,0.13,0.25,PS2,"Namco Bandai Games",NULL,NULL,NULL
"Mario & Luigi: Dream Team",822,2013,Role-Playing,0.89,0.57,0.46,0.13,3DS,Nintendo,NULL,NULL,NULL
"Need for Speed: ProStreet",823,2007,Racing,0.73,0.92,0.04,0.37,PS3,"Electronic Arts",NULL,NULL,NULL
"Carnival Games",824,2008,Misc,1.23,0.64,0,0.19,DS,"Take-Two Interactive",NULL,NULL,NULL
"NBA 2K14",825,2013,Sports,1.43,0.33,0.04,0.25,PS3,"Take-Two Interactive",NULL,NULL,NULL
"Pokémon Mystery Dungeon: Blue Rescue Team",826,2005,Role-Playing,1.16,0.06,0.83,0,DS,Nintendo,NULL,NULL,NULL
"Sonic Mega Collection",827,2002,Misc,1.47,0.48,0.05,0.06,GC,Infogrames,NULL,NULL,NULL
"Diablo III",828,2013,Role-Playing,0.71,0.83,0.15,0.35,PS3,Activision,NULL,NULL,NULL
"NBA Jam",829,1992,Sports,1.75,0.25,0,0.05,GEN,"Arena Entertainment",NULL,NULL,NULL
"PGR4 - Project Gotham Racing 4",830,2007,Racing,0.48,1.29,0.02,0.25,X360,"Microsoft Game Studios",NULL,NULL,NULL
"Kingdom Hearts 358/2 Days",831,2009,Role-Playing,1.11,0.27,0.53,0.14,DS,"Square Enix",NULL,NULL,NULL
"Dance Central 2",832,2011,Misc,1.45,0.42,0.01,0.16,X360,"Microsoft Game Studios",NULL,NULL,NULL
"Rayman Raving Rabbids: TV Party",833,2008,Misc,0.73,1.09,0,0.23,Wii,Ubisoft,NULL,NULL,NULL
"SOCOM: U.S. Navy SEALs: Combined Assault",834,2006,Shooter,1.74,0.02,0,0.28,PS2,"Sony Computer Entertainment",NULL,NULL,NULL
"Peter Jackson's King Kong: The Official Game of the Movie",835,2005,Action,0.71,1.02,0,0.31,PS2,Ubisoft,NULL,NULL,NULL
"Donkey Kong Country",836,2003,Platform,1.2,0.48,0.29,0.07,GBA,Nintendo,NULL,NULL,NULL
"Need for Speed: The Run",837,2011,Action,0.58,1.06,0.03,0.37,PS3,"Electronic Arts",NULL,NULL,NULL
"Madden NFL 15",838,2014,Sports,1.53,0.25,0,0.25,PS4,"Electronic Arts",NULL,NULL,NULL
"1080°: TenEighty Snowboarding",839,1998,Sports,1.25,0.61,0.13,0.05,N64,Nintendo,NULL,NULL,NULL
"Just Dance 3",840,2011,Misc,1.47,0.4,0,0.16,X360,Ubisoft,NULL,NULL,NULL
"NBA Live 2004",841,2003,Sports,1.57,0.18,0,0.27,PS2,"Electronic Arts",NULL,NULL,NULL
"Dead Space",842,2008,Action,1.05,0.67,0,0.3,PS3,"Electronic Arts",NULL,NULL,NULL
"Call of Duty 2",843,2005,Shooter,1.81,0.05,0.01,0.15,X360,Activision,NULL,NULL,NULL
"Madden NFL 15",844,2014,Sports,1.76,0.09,0,0.17,X360,"Electronic Arts",NULL,NULL,NULL
"Forza Horizon",845,2012,Racing,0.82,0.98,0.04,0.18,X360,"Microsoft Game Studios",NULL,NULL,NULL
TouchMaster,846,2007,Puzzle,0.49,1.27,0,0.25,DS,"Midway Games",NULL,NULL,NULL
"LEGO Marvel Super Heroes",848,2013,Action,0.77,0.85,0.01,0.37,PS3,"Warner Bros. Interactive Entertainment",NULL,NULL,NULL
"Fire Emblem: Awakening",849,2012,Role-Playing,0.89,0.45,0.53,0.13,3DS,Nintendo,NULL,NULL,NULL
DriveClub,850,2014,Racing,0.35,1.31,0.02,0.33,PS4,"Sony Computer Entertainment",NULL,NULL,NULL
"Super Street Fighter II",851,1993,Fighting,0.52,0.16,1.29,0.03,SNES,Nintendo,NULL,NULL,NULL
"Mortal Kombat vs. DC Universe",852,2008,Fighting,1.48,0.3,0,0.22,PS3,"Midway Games",NULL,NULL,NULL
"Tenchu: Stealth Assassins",853,1997,Action,0.95,0.64,0.27,0.13,PS,Activision,NULL,NULL,NULL
Tennis,854,1989,Sports,0.75,0.3,0.9,0.04,GB,Nintendo,NULL,NULL,NULL
"Harry Potter and the Chamber of Secrets",855,2002,Action,1.21,0.64,0.05,0.09,GBA,"Electronic Arts",NULL,NULL,NULL
"Harry Potter and the Chamber of Secrets",856,2002,Action,0.75,1.09,0.02,0.12,PS,"Electronic Arts",NULL,NULL,NULL
SimCity,857,1991,Simulation,0.93,0.27,0.75,0.04,SNES,Nintendo,NULL,NULL,NULL
"Battlefield 4",858,2013,Shooter,1.25,0.58,0,0.16,XOne,"Electronic Arts",NULL,NULL,NULL
"Resident Evil 6",859,2012,Shooter,1.11,0.63,0.07,0.16,X360,Capcom,NULL,NULL,NULL
"Dragon Age: Inquisition",860,2014,Role-Playing,0.72,0.86,0.08,0.32,PS4,"Electronic Arts",NULL,NULL,NULL
"Sonic Classic Collection",861,2010,Platform,0.99,0.8,0,0.18,DS,Sega,NULL,NULL,NULL
"Spyro: Enter the Dragonfly",862,2002,Platform,0.74,0.95,0,0.28,PS2,"Universal Interactive",NULL,NULL,NULL
"Call of Duty: World at War",863,2008,Shooter,1.2,0.59,0,0.19,Wii,Activision,NULL,NULL,NULL
"Devil May Cry 2",864,2003,Action,0.71,0.58,0.51,0.17,PS2,Capcom,NULL,NULL,NULL
"Burnout Paradise",865,2008,Racing,1.01,0.64,0.02,0.3,PS3,"Electronic Arts",NULL,NULL,NULL
"E.T.: The Extra Terrestrial",866,1981,Action,1.84,0.11,0,0.02,2600,Atari,NULL,NULL,NULL
"BioShock Infinite",867,2013,Shooter,1.22,0.57,0.02,0.15,X360,"Take-Two Interactive",NULL,NULL,NULL
"Hot Shots Golf: Open Tee",868,2004,Sports,0.5,0.5,0.63,0.33,PSP,"Sony Computer Entertainment",NULL,NULL,NULL
"Rad Racer",869,1986,Racing,1.13,0.37,0.41,0.05,NES,Nintendo,NULL,NULL,NULL
Soccer,870,1985,Sports,0.18,0.23,1.53,0.02,NES,Nintendo,NULL,NULL,NULL
"Kirby Squeak Squad",871,2006,Platform,0.79,0.03,1.05,0.08,DS,Nintendo,NULL,NULL,NULL
"Tom Clancy's Rainbow Six: Vegas",872,2006,Shooter,1.09,0.65,0.02,0.2,X360,Ubisoft,NULL,NULL,NULL
Destiny,873,2014,Shooter,1.3,0.49,0,0.16,X360,Activision,NULL,NULL,NULL
"Crash Nitro Kart",874,2003,Racing,0.74,1.01,0,0.2,PS2,"Vivendi Games",NULL,NULL,NULL
"Grand Theft Auto: San Andreas",875,2005,Action,1.26,0.61,0,0.09,XB,"Take-Two Interactive",NULL,NULL,NULL
"Star Wars: Dark Forces",876,1994,Shooter,1.09,0.77,0,0.09,PC,LucasArts,NULL,NULL,NULL
"NBA Street Vol. 2",877,2003,Sports,1.69,0.2,0,0.06,PS2,"Electronic Arts",NULL,NULL,NULL
"Def Jam Vendetta",878,2003,Fighting,0.95,0.74,0,0.25,PS2,"Electronic Arts",NULL,NULL,NULL
"FIFA Soccer 09",879,2008,Sports,0.49,1.26,0.01,0.18,X360,"Electronic Arts",NULL,NULL,NULL
"Who wants to be a millionaire",880,1999,Misc,1.94,0,0,0,PC,"Disney Interactive Studios",NULL,NULL,NULL
"Scooby Doo and the Cyber Chase",881,2001,Adventure,0.59,1.23,0,0.13,PS,THQ,NULL,NULL,NULL
Alleyway,882,1989,Puzzle,0.96,0.38,0.55,0.05,GB,Nintendo,NULL,NULL,NULL
"Dragon Ball Z: Budokai 3",883,2004,Fighting,1.09,0.15,0.65,0.04,PS2,Atari,NULL,NULL,NULL
"Jet Moto 2",884,1997,Racing,1.41,0.42,0.03,0.07,PS,"Sony Computer Entertainment",NULL,NULL,NULL
"Tom Clancy's Ghost Recon",885,2002,Shooter,1.42,0.4,0,0.12,PS2,Ubisoft,NULL,NULL,NULL
"X-Men Legends",886,2004,Role-Playing,1,0.72,0,0.21,PS2,Activision,NULL,NULL,NULL
"Batman: Arkham Origins",887,2013,Action,1.15,0.61,0,0.17,X360,"Warner Bros. Interactive Entertainment",NULL,NULL,NULL
"Guitar Hero: World Tour",888,2008,Misc,1.1,0.56,0,0.27,PS3,Activision,NULL,NULL,NULL
"Mortal Kombat II",889,1993,Fighting,1.48,0.39,0,0.06,SNES,"Acclaim Entertainment",NULL,NULL,NULL
"Virtua Fighter 2",890,1995,Fighting,0.34,0.26,1.3,0.03,SAT,Sega,NULL,NULL,NULL
"Tetris DX",891,1998,Puzzle,1.06,0.6,0.2,0.07,GB,Nintendo,NULL,NULL,NULL
"Mortal Kombat vs. DC Universe",892,2008,Fighting,1.53,0.24,0,0.16,X360,"Midway Games",NULL,NULL,NULL
"Watch Dogs",893,2014,Action,0.56,0.89,0.1,0.37,PS3,Ubisoft,NULL,NULL,NULL
"Mario Super Sluggers",894,2008,Sports,1.51,0,0.29,0.12,Wii,Nintendo,NULL,NULL,NULL
"Tomb Raider (2013)",895,2013,Action,0.86,0.87,0.01,0.17,X360,"Square Enix",NULL,NULL,NULL
"The Legend of Zelda: Oracle of Ages",896,2001,Action,0.92,0.53,0.41,0.06,GB,Nintendo,NULL,NULL,NULL
"Need for Speed: Shift",897,2009,Racing,0.73,0.97,0.01,0.22,X360,"Electronic Arts",NULL,NULL,NULL
Monopoly,898,2008,Misc,0.87,0.85,0,0.2,Wii,"Electronic Arts",NULL,NULL,NULL
"Red Faction",899,2001,Shooter,0.76,0.96,0,0.2,PS2,THQ,NULL,NULL,NULL
"The Sims: Makin' Magic",900,2003,Simulation,1.03,0.8,0,0.09,PC,"Electronic Arts",NULL,NULL,NULL
"MX Unleashed",901,2004,Racing,0.94,0.73,0,0.25,PS2,THQ,NULL,NULL,NULL
"PaRappa The Rapper",902,1996,Misc,0.26,0.16,1.46,0.03,PS,"Sony Computer Entertainment",NULL,NULL,NULL
"Toy Story Mania!",903,2009,Misc,1.06,0.67,0,0.18,Wii,"Disney Interactive Studios",NULL,NULL,NULL
"Mario Party 3",904,2000,Misc,0.72,0.16,1.01,0.02,N64,Nintendo,NULL,NULL,NULL
"Star Wars: The Force Unleashed",905,2008,Action,1.14,0.57,0,0.19,Wii,LucasArts,NULL,NULL,NULL
"Game Party 2",906,2008,Misc,1.3,0.44,0,0.17,Wii,"Midway Games",NULL,NULL,NULL
"Destiny: The Taken King",907,2015,Shooter,0.77,0.78,0.04,0.31,PS4,Activision,NULL,NULL,NULL
"LEGO Star Wars III: The Clone Wars",908,2011,Action,1.08,0.66,0,0.17,Wii,LucasArts,NULL,NULL,NULL
"Star Wars Rogue Leader: Rogue Squadron II",909,2001,Simulation,1.03,0.75,0.03,0.09,GC,LucasArts,NULL,NULL,NULL
"Max Payne 3",910,2012,Shooter,0.59,0.92,0.06,0.32,PS3,"Take-Two Interactive",NULL,NULL,NULL
"Need for Speed Rivals",911,2013,Racing,0.73,0.91,0.03,0.22,PS4,"Electronic Arts",NULL,NULL,NULL
"Madden NFL 09",912,2008,Sports,1.56,0.15,0,0.18,PS3,"Electronic Arts",NULL,NULL,NULL
"Yokai Watch",913,2013,Role-Playing,0.21,0.3,1.33,0.04,3DS,Nintendo,NULL,NULL,NULL
"Ratchet & Clank Future: A Crack in Time",914,2009,Platform,1.05,0.54,0.03,0.26,PS3,"Sony Computer Entertainment",NULL,NULL,NULL
"Yu-Gi-Oh! Forbidden Memories",915,1999,Role-Playing,1.37,0.44,0,0.08,PS,"Konami Digital Entertainment",NULL,NULL,NULL
"Mortal Kombat: Deception",916,2004,Fighting,0.92,0.72,0,0.24,PS2,"Midway Games",NULL,NULL,NULL
"Hot Shots Golf 2",917,1999,Sports,0.25,0.12,1.48,0.03,PS,"Sony Computer Entertainment",NULL,NULL,NULL
"Medal of Honor: European Assault (All Region sales)",918,2005,Shooter,0.89,0.69,0.09,0.21,PS2,"Electronic Arts",NULL,NULL,NULL
"WCW Nitro",919,1998,Fighting,1.42,0.36,0.03,0.07,PS,THQ,NULL,NULL,NULL
"High School Musical: Sing It!",920,2007,Misc,0.47,0.08,0,1.33,PS2,"Disney Interactive Studios",NULL,NULL,NULL
"Star Fox Adventures",921,2002,Adventure,0.96,0.53,0.3,0.09,GC,Nintendo,NULL,NULL,NULL
"FIFA 2000",922,1998,Sports,0.22,1.47,0.04,0.14,PS,"Electronic Arts",NULL,NULL,NULL
